epoch,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5
1,0.4876,0.4711,0.4711,0.4711,0.4711
2,0.4876,0.5496,0.5496,0.5661,0.5496
3,0.5785,0.5702,0.5620,0.5785,0.5620
4,0.5702,0.5248,0.5372,0.5207,0.5372
5,0.4979,0.5083,0.5041,0.5124,0.5041
6,0.5868,0.4711,0.4876,0.5000,0.4876
7,0.5372,0.5248,0.5537,0.5186,0.5579
8,0.5372,0.5331,0.5455,0.5537,0.5207
9,0.5455,0.5124,0.5248,0.5496,0.5248
10,0.5826,0.5455,0.4959,0.5661,0.5124
11,0.5331,0.5413,0.5289,0.5413,0.5248
12,0.5103,0.5455,0.5413,0.6116,0.5207
13,0.5289,0.5579,0.5537,0.5083,0.4463
14,0.5413,0.5537,0.5331,0.5124,0.5413
15,0.5537,0.5124,0.5434,0.5702,0.5124
16,0.5744,0.5785,0.5661,0.5744,0.5950
17,0.5475,0.5620,0.5950,0.5537,0.5579
18,0.6116,0.5537,0.5744,0.5702,0.5455
19,0.5702,0.5826,0.5702,0.6116,0.5413
20,0.6281,0.5806,0.5517,0.5331,0.5620
21,0.5537,0.5868,0.5868,0.5579,0.5372
22,0.6405,0.5868,0.5496,0.5744,0.5826
23,0.5909,0.5372,0.5496,0.5950,0.5496
24,0.6116,0.5661,0.5165,0.5207,0.5413
25,0.5517,0.5620,0.5579,0.5868,0.5909
26,0.5909,0.5806,0.5496,0.6281,0.5124
27,0.6074,0.6033,0.5413,0.5661,0.5248
28,0.5785,0.5496,0.4917,0.5909,0.6116
29,0.5496,0.5579,0.6033,0.5661,0.5909
30,0.6074,0.6198,0.5826,0.6529,0.5702
31,0.5909,0.5785,0.5413,0.6033,0.5537
32,0.5537,0.5826,0.5496,0.5434,0.5702
33,0.5992,0.5992,0.5620,0.5041,0.5909
34,0.5992,0.5620,0.5496,0.5950,0.5041
35,0.5950,0.5909,0.5455,0.6364,0.5599
36,0.5620,0.6033,0.5413,0.5806,0.5785
37,0.6219,0.6074,0.5620,0.5826,0.5331
38,0.5744,0.5455,0.5289,0.6074,0.5455
39,0.5702,0.5372,0.5620,0.5992,0.5579
40,0.6033,0.5826,0.5909,0.5950,0.5496
41,0.5744,0.5455,0.5826,0.5826,0.5083
42,0.6198,0.5702,0.6074,0.5579,0.5744
43,0.6074,0.5992,0.5785,0.5992,0.5744
44,0.5950,0.5868,0.5702,0.5992,0.5455
45,0.6612,0.5744,0.5579,0.5496,0.5744
46,0.6405,0.5950,0.5620,0.5331,0.5826
47,0.5702,0.5620,0.6033,0.5620,0.5372
48,0.6157,0.5785,0.5909,0.6157,0.5413
49,0.5868,0.5826,0.5868,0.6033,0.6322
50,0.5702,0.5083,0.5992,0.6074,0.5248
51,0.5950,0.5537,0.5992,0.5785,0.5496
52,0.5620,0.5289,0.5992,0.5289,0.5785
53,0.6529,0.5744,0.5702,0.5950,0.5702
54,0.5826,0.6198,0.6033,0.5620,0.6033
55,0.5682,0.5992,0.5537,0.5744,0.5868
56,0.6281,0.5455,0.5744,0.5620,0.5579
57,0.6198,0.5620,0.6136,0.6281,0.5186
58,0.5868,0.5455,0.5579,0.5868,0.5372
59,0.6074,0.5826,0.6322,0.6198,0.5826
60,0.6198,0.6157,0.5909,0.6116,0.5744
61,0.6405,0.5702,0.5909,0.5950,0.5702
62,0.5868,0.5579,0.5868,0.6198,0.5455
63,0.6322,0.6240,0.6074,0.6446,0.5661
64,0.6281,0.5661,0.5785,0.5702,0.5620
65,0.6157,0.5744,0.6198,0.6198,0.6116
66,0.6529,0.6074,0.5744,0.6281,0.5702
67,0.6240,0.6198,0.6488,0.6074,0.6074
68,0.5826,0.6446,0.6157,0.5579,0.5062
69,0.6302,0.6240,0.5992,0.6074,0.5909
70,0.5826,0.5785,0.5909,0.5868,0.5393
71,0.5930,0.5950,0.6281,0.6405,0.5455
72,0.6632,0.5909,0.6488,0.6364,0.5496
73,0.6570,0.5909,0.5413,0.6157,0.5682
74,0.6198,0.5496,0.6074,0.6116,0.6012
75,0.6322,0.5785,0.5826,0.6281,0.5661
76,0.6446,0.6074,0.5950,0.6074,0.5640
77,0.6136,0.5537,0.5661,0.6364,0.5950
78,0.6901,0.5702,0.6116,0.5909,0.5496
79,0.6529,0.6157,0.5950,0.6240,0.5930
80,0.6405,0.5868,0.6074,0.6488,0.5992
81,0.6674,0.6198,0.6405,0.6777,0.5537
82,0.6240,0.6157,0.6074,0.5950,0.5682
83,0.6653,0.6157,0.5950,0.5785,0.5744
84,0.6880,0.5207,0.6157,0.6240,0.5868
85,0.6942,0.5992,0.6116,0.5785,0.5289
86,0.6240,0.5537,0.6033,0.6364,0.5620
87,0.6612,0.5620,0.5992,0.6157,0.5599
88,0.6777,0.6240,0.5620,0.6901,0.5413
89,0.6074,0.5826,0.6405,0.6488,0.5702
90,0.6446,0.5868,0.5992,0.6322,0.5744
91,0.6653,0.6074,0.5661,0.6529,0.5785
92,0.6322,0.5785,0.6446,0.5661,0.5744
93,0.6798,0.6033,0.5826,0.5744,0.5909
94,0.6694,0.6364,0.5868,0.6240,0.5620
95,0.6798,0.6694,0.6281,0.5909,0.6033
96,0.6281,0.5537,0.6570,0.6281,0.5620
97,0.6488,0.5868,0.5950,0.6074,0.5992
98,0.6570,0.6281,0.6446,0.6488,0.5826
99,0.6302,0.6074,0.5868,0.6405,0.5496
100,0.6818,0.5868,0.5950,0.6488,0.5124
101,0.6570,0.5785,0.5950,0.6612,0.6116
102,0.6570,0.6281,0.6116,0.6446,0.5950
103,0.6364,0.5950,0.6198,0.6157,0.5868
104,0.6839,0.6322,0.6612,0.6322,0.5620
105,0.6322,0.5868,0.6240,0.6074,0.5909
106,0.6942,0.6074,0.5744,0.6736,0.5372
107,0.6488,0.6033,0.6364,0.6653,0.5579
108,0.6529,0.6240,0.6116,0.6240,0.5579
109,0.6322,0.6240,0.6405,0.5785,0.5579
110,0.6260,0.6322,0.6322,0.6529,0.5868
111,0.6446,0.5744,0.6033,0.6777,0.5909
112,0.6281,0.6198,0.6488,0.6529,0.5661
113,0.6178,0.6074,0.5950,0.6074,0.5165
114,0.6446,0.5909,0.5579,0.5992,0.5579
115,0.6550,0.6405,0.6570,0.6322,0.5496
116,0.6446,0.6240,0.6777,0.6322,0.5909
117,0.6508,0.5950,0.6074,0.6074,0.5888
118,0.6240,0.6157,0.6281,0.5909,0.5661
119,0.6467,0.5950,0.6240,0.6116,0.5661
120,0.6322,0.5744,0.6074,0.6446,0.5702
121,0.6632,0.5620,0.6529,0.6281,0.6033
122,0.6550,0.6240,0.6033,0.5909,0.5413
123,0.6405,0.6033,0.6074,0.6322,0.6095
124,0.6694,0.5992,0.6612,0.6446,0.5826
125,0.6426,0.6343,0.6529,0.6074,0.5661
126,0.6694,0.5826,0.6777,0.6612,0.6074
127,0.7190,0.6488,0.6281,0.6074,0.5455
128,0.6508,0.5744,0.6364,0.6942,0.5579
129,0.7004,0.6157,0.6240,0.6446,0.5620
130,0.7004,0.5826,0.6446,0.5909,0.5413
131,0.6591,0.5702,0.6694,0.6281,0.5579
132,0.6798,0.6364,0.6322,0.6446,0.5537
133,0.7107,0.6281,0.5909,0.6240,0.5661
134,0.6529,0.6405,0.6240,0.6446,0.5992
135,0.6736,0.6488,0.6860,0.6446,0.5930
136,0.6674,0.6570,0.6322,0.6612,0.5331
137,0.6736,0.6198,0.6074,0.6570,0.5620
138,0.6694,0.6157,0.6446,0.6116,0.5785
139,0.6860,0.5950,0.6736,0.5661,0.5124
140,0.6942,0.6074,0.6322,0.6446,0.5661
141,0.6467,0.6281,0.6612,0.6818,0.5702
142,0.6632,0.5992,0.6281,0.6488,0.5455
143,0.6322,0.6033,0.6488,0.6570,0.5868
144,0.6550,0.5909,0.6529,0.6157,0.5868
145,0.7293,0.6240,0.6116,0.6157,0.5289
146,0.6921,0.5992,0.6446,0.6364,0.6240
147,0.6736,0.6446,0.6488,0.6529,0.5909
148,0.7149,0.6322,0.6653,0.6818,0.5868
149,0.6860,0.6074,0.6488,0.6529,0.5868
150,0.6529,0.6488,0.6612,0.5950,0.5682
151,0.6405,0.6240,0.6446,0.6653,0.5620
152,0.6839,0.5826,0.6612,0.6653,0.6116
153,0.7252,0.6405,0.6198,0.6488,0.5826
154,0.6901,0.6116,0.6198,0.6570,0.6033
155,0.6963,0.6322,0.6322,0.6426,0.5661
156,0.6612,0.6322,0.6818,0.6529,0.5785
157,0.6818,0.6777,0.6281,0.6653,0.5620
158,0.6653,0.6322,0.5868,0.6488,0.5868
159,0.7066,0.5785,0.6322,0.6777,0.5620
160,0.6116,0.6446,0.5909,0.6488,0.5888
161,0.7004,0.6281,0.6198,0.6157,0.6033
162,0.6488,0.6116,0.6281,0.6157,0.6198
163,0.6653,0.6157,0.6405,0.6942,0.5702
164,0.7025,0.6488,0.6198,0.6694,0.5909
165,0.6653,0.6240,0.6736,0.6818,0.6281
166,0.6942,0.6364,0.6157,0.6488,0.5909
167,0.6777,0.6405,0.6157,0.6570,0.6033
168,0.6963,0.6364,0.6777,0.6736,0.5909
169,0.6860,0.6694,0.6570,0.5992,0.5909
170,0.6322,0.6570,0.6364,0.6694,0.5888
171,0.6839,0.6694,0.7066,0.6570,0.5868
172,0.7273,0.6074,0.7273,0.6777,0.5620
173,0.6612,0.6364,0.6198,0.6074,0.6219
174,0.6818,0.6074,0.6570,0.6612,0.6281
175,0.7066,0.6033,0.6653,0.6653,0.6322
176,0.7273,0.6446,0.6405,0.6322,0.5992
177,0.6901,0.6281,0.6322,0.6570,0.6281
178,0.7066,0.6446,0.6405,0.6384,0.6012
179,0.6983,0.6529,0.6777,0.6364,0.6136
180,0.6880,0.6033,0.6446,0.6240,0.5971
181,0.6674,0.6116,0.6240,0.6674,0.6074
182,0.6674,0.6240,0.6901,0.6860,0.5909
183,0.7190,0.6488,0.6653,0.6901,0.5909
184,0.6612,0.6033,0.6736,0.6281,0.5992
185,0.7107,0.6570,0.6322,0.6405,0.5785
186,0.6570,0.6529,0.6488,0.6405,0.5992
187,0.7149,0.6570,0.6405,0.6736,0.5785
188,0.6860,0.6322,0.6860,0.6901,0.6488
189,0.6860,0.6736,0.6364,0.6405,0.6074
190,0.6550,0.6488,0.6281,0.6529,0.6570
191,0.6860,0.6653,0.6405,0.6405,0.6116
192,0.7211,0.6281,0.6529,0.6818,0.5640
193,0.6901,0.6116,0.6612,0.6322,0.6240
194,0.6880,0.6405,0.6157,0.6529,0.6033
195,0.7025,0.6116,0.6570,0.5992,0.5661
196,0.7025,0.6570,0.6198,0.6653,0.6281
197,0.6880,0.6240,0.6736,0.6777,0.6157
198,0.7314,0.6446,0.6983,0.6818,0.5826
199,0.6860,0.5992,0.6612,0.6694,0.6302
200,0.6921,0.6488,0.6570,0.6653,0.6281
